 ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1696(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1697(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1703(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1717(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1784(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1825(Annotated)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2157(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2235(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2245(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2263(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2286(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2392(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2472(_ConcatenateForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2612(_TypeGuardForm)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:759(_define_guard)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:778(_ExtensionsGenericMeta)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.001    0.001 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.001    0.001 uarray.py:1(<module>)
        1    0.000    0.000    0.024    0.024 ufunc.py:1(<module>)
      539    0.000    0.000    0.000    0.000 ufunc.py:110(__getattr__)
        9    0.000    0.000    0.005    0.001 ufunc.py:23(wrap_elemwise)
        1    0.000    0.000    0.000    0.000 ufunc.py:46(da_frompyfunc)
        1    0.000    0.000    0.000    0.000 ufunc.py:88(ufunc)
       77    0.000    0.000    0.018    0.000 ufunc.py:99(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:110(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:153(DecimalConverter)
        1    0.000    0.000    0.000    0.000 units.py:189(Registry)
    52/28    0.000    0.000    0.001    0.000 units.py:192(get_converter)
        1    0.000    0.000    0.000    0.000 units.py:54(ConversionError)
       64    0.000    0.000    0.000    0.000 units.py:58(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 units.py:74(AxisInfo)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
   116/32    0.000    0.000    0.000    0.000 util.py:168(itersubclasses)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:205(ignore_sigint)
        1    0.000    0.000    0.000    0.000 util.py:265(encode_ascii)
        1    0.000    0.000    0.024    0.024 util.py:3(<module>)
        6    0.000    0.000    0.000    0.000 util.py:364(isfile)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:37(NotifierMixin)
        4    0.000    0.000    0.000    0.000 util.py:382(fileobj_open)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        2    0.000    0.000    0.000    0.000 util.py:395(fileobj_name)
        2    0.000    0.000    0.000    0.000 util.py:423(fileobj_closed)
        4    0.000    0.000    0.000    0.000 util.py:445(fileobj_mode)
        2    0.000    0.000    0.000    0.000 util.py:478(_fileobj_normalize_mode)
        1    0.000    0.000    0.000    0.000 util.py:503(fileobj_is_binary)
       10    0.000    0.000    0.000    0.000 util.py:524(translate)
       13    0.000    0.000    0.000    0.000 util.py:745(_is_int)
       10    0.000    0.000    0.000    0.000 util.py:749(_str_to_num)
        1    0.000    0.000    0.000    0.000 util.py:817(_get_array_mmap)
        6    0.000    0.000    0.007    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1012(MethodCache)
        1    0.000    0.000    0.000    0.000 utils.py:1030(SerializableLock)
        1    0.000    0.000    0.000    0.000 utils.py:1133(OperatorMethodMixin)
       24    0.000    0.000    0.003    0.000 utils.py:1138(_bind_operator)
        6    0.000    0.000    0.000    0.000 utils.py:130(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:1374(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:1375(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:1376(<dictcomp>)
        6    0.000    0.000    0.000    0.000 utils.py:144(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1519(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:1521(<dictcomp>)
       18    0.000    0.000    0.000    0.000 utils.py:155(internalcode)
        1    0.000    0.000    0.000    0.000 utils.py:1820(cached_property)
        1    0.000    0.000    0.000    0.000 utils.py:241(IndexCallable)
        6    0.000    0.000    0.000    0.000 utils.py:30(pass_context)
        1    0.000    0.000    0.000    0.000 utils.py:362(safe_wraps)
        6    0.000    0.000    0.000    0.000 utils.py:367(<genexpr>)
        7    0.000    0.000    0.000    0.000 utils.py:40(_deprecated)
        1    0.000    0.000    0.002    0.002 utils.py:400(get_package_version_without_import)
        8    0.000    0.000    0.000    0.000 utils.py:47(pass_eval_context)
        6    0.000    0.000    0.000    0.000 utils.py:49(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:498(LRUCache)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
      550    0.001    0.000    0.019    0.000 utils.py:501(get_named_args)
      396    0.001    0.000    0.001    0.000 utils.py:504(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:506(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:511(Dispatch)
        1    0.000    0.000    0.000    0.000 utils.py:512(_postinit)
        8    0.000    0.000    0.000    0.000 utils.py:514(__init__)
    52/32    0.000    0.000    0.000    0.000 utils.py:520(register)
    52/30    0.000    0.000    0.000    0.000 utils.py:523(wrapper)
       18    0.000    0.000    0.000    0.000 utils.py:533(register_lazy)
       18    0.000    0.000    0.000    0.000 utils.py:539(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
       74    0.000    0.000    0.000    0.000 utils.py:545(dispatch)
       74    0.000    0.000    0.002    0.000 utils.py:571(__call__)
    19794    0.007    0.000    0.010    0.000 utils.py:598(_skip_doctest)
      289    0.000    0.000    0.016    0.000 utils.py:612(skip_doctest)
      289    0.003    0.000    0.013    0.000 utils.py:615(<listcomp>)
      275    0.001    0.000    0.022    0.000 utils.py:618(extra_titles)
      275    0.011    0.000    0.019    0.000 utils.py:620(<dictcomp>)
    37208    0.003    0.000    0.003    0.000 utils.py:623(<genexpr>)
      275    0.001    0.000    0.003    0.000 utils.py:638(ignore_warning)
       13    0.000    0.000    0.000    0.000 utils.py:64(pass_environment)
        6    0.000    0.000    0.000    0.000 utils.py:66(__init__)
       65    0.000    0.000    0.019    0.000 utils.py:675(unsupported_arguments)
      112    0.003    0.000    0.018    0.000 utils.py:679(<listcomp>)
      275    0.002    0.000    0.080    0.000 utils.py:690(_derived_from)
        6    0.000    0.000    0.000    0.000 utils.py:71(__call__)
      121    0.000    0.000    0.000    0.000 utils.py:718(<listcomp>)
        7    0.000    0.000    0.000    0.000 utils.py:73(decorator)
      275    0.000    0.000    0.000    0.000 utils.py:732(derived_from)
        1    0.000    0.000    0.000    0.000 utils.py:744(Cycler)
      275    0.000    0.000    0.080    0.000 utils.py:755(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:77(_PassArg)
        1    0.000    0.000    0.000    0.000 utils.py:798(Joiner)
        1    0.000    0.000    0.000    0.000 utils.py:812(Namespace)
       11    0.000    0.000    0.000    0.000 utils.py:82(from_obj)
        1    0.000    0.000    0.000    0.000 utils.py:836(Markup)
        1    0.000    0.000    0.000    0.000 utils.py:958(methodcaller)
        1    0.000    0.000    0.000    0.000 utils.py:989(itemgetter)
        1    0.000    0.000    0.000    0.000 utils_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils_test.py:16(GetFunctionTestMixin)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
       10    0.000    0.000    0.000    0.000 validate.py:1073(is_string)
        1    0.000    0.000    0.007    0.007 validate.py:17(<module>)
        1    0.000    0.000    0.000    0.000 validate.py:356(ValidateError)
        1    0.000    0.000    0.000    0.000 validate.py:370(VdtMissingValue)
        1    0.000    0.000    0.000    0.000 validate.py:374(VdtUnknownCheckError)
        1    0.000    0.000    0.000    0.000 validate.py:386(VdtParamError)
        1    0.000    0.000    0.000    0.000 validate.py:398(VdtTypeError)
        1    0.000    0.000    0.000    0.000 validate.py:410(VdtValueError)
        1    0.000    0.000    0.000    0.000 validate.py:422(VdtValueTooSmallError)
        1    0.000    0.000    0.000    0.000 validate.py:434(VdtValueTooBigError)
        1    0.000    0.000    0.000    0.000 validate.py:446(VdtValueTooShortError)
        1    0.000    0.000    0.000    0.000 validate.py:460(VdtValueTooLongError)
        1    0.000    0.000    0.005    0.005 validate.py:472(Validator)
        1    0.000    0.000    0.000    0.000 validate.py:563(__init__)
       94    0.000    0.000    0.000    0.000 validate.py:593(check)
       94    0.000    0.000    0.000    0.000 validate.py:637(_parse_with_caching)
        5    0.000    0.000    0.000    0.000 validate.py:646(<listcomp>)
       92    0.000    0.000    0.000    0.000 validate.py:651(_check_value)
        5    0.000    0.000    0.000    0.000 validate.py:660(_parse_check)
        1    0.000    0.000    0.000    0.000 validate.py:700(_unquote)
       14    0.000    0.000    0.000    0.000 validate.py:746(_is_num_param)
        3    0.000    0.000    0.000    0.000 validate.py:783(is_integer)
        1    0.000    0.000    0.000    0.000 validate.py:839(is_float)
       78    0.000    0.000    0.000    0.000 validate.py:897(is_boolean)
        1    0.000    0.000    0.000    0.000 verify.py:10(VerifyError)
        1    0.000    0.000    0.000    0.000 verify.py:122(_ErrList)
        1    0.000    0.000    0.000    0.000 verify.py:16(VerifyWarning)
        1    0.000    0.000    0.000    0.000 verify.py:27(_Verify)
        1    0.000    0.000    0.000    0.000 verify.py:3(<module>)
        2    0.000    0.000    0.001    0.000 version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.001    0.001 version.py:20(split_version)
        1    0.000    0.000    0.002    0.002 version.py:257(Version)
        4    0.000    0.000    0.000    0.000 version.py:261(__init__)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
       16    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
