 ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1133(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1149(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1197(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1213(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1408(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1559(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1684(Locator)
       24    0.000    0.000    0.000    0.000 ticker.py:1731(raise_if_exceeds)
       24    0.000    0.000    0.000    0.000 ticker.py:1749(nonsingular)
        1    0.000    0.000    0.000    0.000 ticker.py:1806(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1835(FixedLocator)
        4    0.000    0.000    0.000    0.000 ticker.py:1846(__init__)
       12    0.000    0.000    0.000    0.000 ticker.py:1855(__call__)
       12    0.000    0.000    0.000    0.000 ticker.py:1858(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1879(NullLocator)
       12    0.000    0.000    0.000    0.000 ticker.py:1884(__call__)
       12    0.000    0.000    0.000    0.000 ticker.py:1887(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1899(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:196(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1975(MultipleLocator)
       24    0.000    0.000    0.000    0.000 ticker.py:2020(scale_range)
        1    0.000    0.000    0.000    0.000 ticker.py:2031(_Edge_integer)
       24    0.000    0.000    0.000    0.000 ticker.py:2038(__init__)
       48    0.000    0.000    0.000    0.000 ticker.py:2049(closeto)
       24    0.000    0.000    0.000    0.000 ticker.py:2059(le)
       24    0.000    0.000    0.000    0.000 ticker.py:2066(ge)
        1    0.000    0.000    0.000    0.000 ticker.py:2074(MaxNLocator)
       70    0.000    0.000    0.005    0.000 ticker.py:2086(__init__)
       70    0.001    0.000    0.003    0.000 ticker.py:2136(_validate_steps)
       70    0.000    0.000    0.001    0.000 ticker.py:2151(_staircase)
       70    0.000    0.000    0.005    0.000 ticker.py:2157(set_params)
       24    0.001    0.000    0.011    0.000 ticker.py:2202(_raw_ticks)
        1    0.000    0.000    0.000    0.000 ticker.py:224(TickHelper)
       24    0.000    0.000    0.013    0.001 ticker.py:2262(__call__)
       24    0.000    0.000    0.012    0.000 ticker.py:2266(tick_values)
      280    0.000    0.000    0.000    0.000 ticker.py:227(set_axis)
        1    0.000    0.000    0.000    0.000 ticker.py:2360(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:245(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2578(SymmetricalLogLocator)
       32    0.000    0.000    0.003    0.000 ticker.py:260(format_ticks)
       32    0.000    0.000    0.001    0.000 ticker.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:2736(LogitLocator)
       32    0.000    0.000    0.000    0.000 ticker.py:283(set_locs)
        1    0.000    0.000    0.000    0.000 ticker.py:2884(AutoLocator)
       68    0.000    0.000    0.005    0.000 ticker.py:2890(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2904(AutoMinorLocator)
      110    0.000    0.000    0.000    0.000 ticker.py:292(fix_minus)
        1    0.000    0.000    0.000    0.000 ticker.py:2965(OldAutoLocator)
      134    0.000    0.000    0.000    0.000 ticker.py:304(_set_locator)
        1    0.000    0.000    0.000    0.000 ticker.py:309(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:346(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:380(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:408(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:431(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:451(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:485(ScalarFormatter)
       70    0.000    0.000    0.001    0.000 ticker.py:535(__init__)
       70    0.000    0.000    0.000    0.000 ticker.py:566(set_useOffset)
      104    0.000    0.000    0.000    0.000 ticker.py:628(_format_maybe_minus_and_locale)
       70    0.000    0.000    0.000    0.000 ticker.py:645(set_useMathText)
      104    0.000    0.000    0.001    0.000 ticker.py:663(__call__)
        8    0.000    0.000    0.000    0.000 ticker.py:771(get_offset)
       32    0.000    0.000    0.005    0.000 ticker.py:799(set_locs)
       24    0.001    0.000    0.002    0.000 ticker.py:808(_compute_offset)
        8    0.000    0.000    0.000    0.000 ticker.py:832(<genexpr>)
       24    0.000    0.000    0.001    0.000 ticker.py:847(_set_order_of_magnitude)
       24    0.001    0.000    0.002    0.000 ticker.py:884(_set_format)
        1    0.000    0.000    0.000    0.000 ticker.py:918(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tiledb_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:284(_get_normal_name)
      229    0.001    0.000    0.001    0.000 tokenize.py:295(detect_encoding)
      229    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
      229    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
      228    0.000    0.000    0.002    0.000 tokenize.py:404(tokenize)
     3080    0.006    0.000    0.019    0.000 tokenize.py:429(_tokenize)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
     2168    0.001    0.000    0.009    0.000 tokenize.py:98(_compile)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
       49    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
       28    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       24    0.000    0.000    0.001    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       96    0.000    0.000    0.001    0.000 traceback.py:285(line)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       24    0.000    0.000    0.001    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transaction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transaction.py:1(Transaction)
        1    0.000    0.000    0.000    0.000 transaction.py:44(FileActor)
        1    0.000    0.000    0.000    0.000 transaction.py:62(DaskTransaction)
        1    0.002    0.002  990.470  990.470 transformations.py:1(<module>)
    22652  790.870    0.035  790.870    0.035 transformations.py:16(cartesian_to_polar)
      151    0.415    0.003    6.048    0.040 transformations.py:26(radius_mask)
    22501   47.689    0.002  833.949    0.037 transformations.py:43(angle_mask)
        1   66.000   66.000  979.439  979.439 transformations.py:61(transform_to_polar)
        1    0.000    0.000    0.002    0.002 transforms.py:1(<module>)
        8    0.000    0.000    0.000    0.000 transforms.py:1008(minposy)
      816    0.000    0.000    0.000    0.000 transforms.py:1019(get_points)
       20    0.000    0.000    0.001    0.000 transforms.py:1037(set)
        1    0.000    0.000    0.000    0.000 transforms.py:1060(TransformedBbox)
       76    0.000    0.000    0.001    0.000 transforms.py:1067(__init__)
     2533    0.002    0.000    0.002    0.000 transforms.py:107(__init__)
    80/78    0.000    0.000    0.001    0.000 transforms.py:1089(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:1128(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1251(Transform)
       35    0.000    0.000    0.000    0.000 transforms.py:1299(__init_subclass__)
      212    0.000    0.000    0.000    0.000 transforms.py:1304(<genexpr>)
      212    0.000    0.000    0.000    0.000 transforms.py:1310(<genexpr>)
      356    0.000    0.000    0.004    0.000 transforms.py:1315(__add__)
       96    0.000    0.000    0.000    0.000 transforms.py:1330(_iter_break_from_left_to_right)
       24    0.000    0.000    0.002    0.000 transforms.py:1393(__sub__)
        4    0.000    0.000    0.000    0.000 transforms.py:1443(__array__)
      186    0.001    0.000    0.010    0.000 transforms.py:1447(transform)
        4    0.000    0.000    0.000    0.000 transforms.py:1548(get_matrix)
        8    0.000    0.000    0.001    0.000 transforms.py:1568(transform_path)
        8    0.000    0.000    0.000    0.000 transforms.py:1577(transform_path_affine)
       60    0.000    0.000    0.001    0.000 transforms.py:1587(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1661(TransformWrapper)
        8    0.000    0.000    0.000    0.000 transforms.py:1677(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:1686(_init)
        4    0.000    0.000    0.000    0.000 transforms.py:1698(frozen)
      520    0.001    0.000    0.003    0.000 transforms.py:170(invalidate)
       20    0.000    0.000    0.000    0.000 transforms.py:1702(_set)
       12    0.000    0.000    0.000    0.000 transforms.py:1719(set)
      282    0.000    0.000    0.000    0.000 transforms.py:1739(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:1744(AffineBase)
     1583    0.002    0.000    0.003    0.000 transforms.py:1750(__init__)
      122    0.000    0.000    0.000    0.000 transforms.py:1754(__array__)
       56    0.000    0.000    0.002    0.000 transforms.py:1758(__eq__)
      310    0.000    0.000    0.002    0.000 transforms.py:1763(transform)
        8    0.000    0.000    0.000    0.000 transforms.py:1780(transform_path_affine)
      368    0.000    0.000    0.000    0.000 transforms.py:1789(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1794(Affine2DBase)
  916/520    0.001    0.000    0.002    0.000 transforms.py:180(_invalidate_internal)
      148    0.000    0.000    0.002    0.000 transforms.py:1813(frozen)
       40    0.000    0.000    0.000    0.000 transforms.py:1817(is_separable)
      318    0.001    0.000    0.002    0.000 transforms.py:1829(transform_affine)
       36    0.000    0.000    0.001    0.000 transforms.py:1850(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:1862(Affine2D)
      702    0.002    0.000    0.004    0.000 transforms.py:1867(__init__)
      904    0.000    0.000    0.000    0.000 transforms.py:1900(get_matrix)
        2    0.000    0.000    0.000    0.000 transforms.py:1947(clear)
      122    0.001    0.000    0.021    0.000 transforms.py:1956(rotate)
      122    0.000    0.000    0.022    0.000 transforms.py:1972(rotate_deg)
       78    0.000    0.000    0.021    0.000 transforms.py:1992(rotate_deg_around)
      160    0.000    0.000    0.001    0.000 transforms.py:2004(translate)
      182    0.001    0.000    0.002    0.000 transforms.py:2017(scale)
      762    0.003    0.000    0.003    0.000 transforms.py:207(set_children)
        1    0.000    0.000    0.000    0.000 transforms.py:2073(IdentityTransform)
       56    0.000    0.000    0.000    0.000 transforms.py:2086(get_matrix)
      184    0.000    0.000    0.000    0.000 transforms.py:2090(transform)
        1    0.000    0.000    0.000    0.000 transforms.py:2123(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2141(BlendedGenericTransform)
        8    0.000    0.000    0.000    0.000 transforms.py:2154(__init__)
      132    0.000    0.000    0.001    0.000 transforms.py:2178(<lambda>)
      104    0.000    0.000    0.000    0.000 transforms.py:2186(transform_non_affine)
      192    0.000    0.000    0.001    0.000 transforms.py:2218(get_affine)
      458    0.000    0.000    0.000    0.000 transforms.py:222(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:2234(BlendedAffine2D)
       28    0.000    0.000    0.000    0.000 transforms.py:2245(__init__)
       36    0.000    0.000    0.000    0.000 transforms.py:2271(get_matrix)
       36    0.000    0.000    0.001    0.000 transforms.py:2287(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2301(CompositeGenericTransform)
      342    0.001    0.000    0.003    0.000 transforms.py:2311(__init__)
    24/12    0.000    0.000    0.002    0.000 transforms.py:2331(frozen)
  240/136    0.000    0.000    0.001    0.000 transforms.py:2340(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 transforms.py:235(BboxBase)
        4    0.000    0.000    0.000    0.000 transforms.py:2355(__eq__)
  622/334    0.001    0.000    0.001    0.000 transforms.py:2369(<lambda>)
      186    0.000    0.000    0.007    0.000 transforms.py:2377(transform_affine)
      186    0.000    0.000    0.001    0.000 transforms.py:2381(transform_non_affine)
       10    0.000    0.000    0.000    0.000 transforms.py:2391(transform_path_non_affine)
  280/202    0.001    0.000    0.007    0.000 transforms.py:2401(get_affine)
      8/4    0.000    0.000    0.000    0.000 transforms.py:2409(inverted)
        1    0.000    0.000    0.000    0.000 transforms.py:2415(CompositeAffine2D)
       24    0.000    0.000    0.000    0.000 transforms.py:2422(__init__)
       24    0.000    0.000    0.000    0.000 transforms.py:2457(get_matrix)
      380    0.001    0.000    0.004    0.000 transforms.py:2468(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2495(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2538(BboxTransformTo)
       84    0.000    0.000    0.001    0.000 transforms.py:2546(__init__)
      184    0.000    0.000    0.001    0.000 transforms.py:2562(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2577(BboxTransformToMaxOnly)
       20    0.000    0.000    0.000    0.000 transforms.py:259(frozen)
        1    0.000    0.000    0.000    0.000 transforms.py:2597(BboxTransformFrom)
        4    0.000    0.000    0.000    0.000 transforms.py:2604(__init__)
       32    0.000    0.000    0.000    0.000 transforms.py:2616(get_matrix)
       12    0.000    0.000    0.000    0.000 transforms.py:263(__array__)
        1    0.000    0.000    0.000    0.000 transforms.py:2633(ScaledTranslation)
      132    0.000    0.000    0.001    0.000 transforms.py:2638(__init__)
      144    0.000    0.000    0.000    0.000 transforms.py:2648(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2659(AffineDeltaTransform)
       86    0.000    0.000    0.000    0.000 transforms.py:266(x0)
        1    0.000    0.000    0.000    0.000 transforms.py:2689(TransformedPath)
       44    0.000    0.000    0.001    0.000 transforms.py:2701(__init__)
       44    0.000    0.000    0.001    0.000 transforms.py:2716(_revalidate)
       44    0.000    0.000    0.001    0.000 transforms.py:2729(get_transformed_points_and_affine)
       44    0.000    0.000    0.000    0.000 transforms.py:2756(get_affine)
       90    0.000    0.000    0.000    0.000 transforms.py:276(y0)
        1    0.000    0.000    0.000    0.000 transforms.py:2760(TransformedPatchPath)
       50    0.001    0.000    0.001    0.000 transforms.py:2799(nonsingular)
        2    0.000    0.000    0.000    0.000 transforms.py:286(x1)
      104    0.000    0.000    0.000    0.000 transforms.py:2879(_interval_contains_close)
        2    0.000    0.000    0.000    0.000 transforms.py:316(p1)
       70    0.000    0.000    0.001    0.000 transforms.py:326(xmin)
       84    0.000    0.000    0.001    0.000 transforms.py:331(ymin)
       70    0.000    0.000    0.001    0.000 transforms.py:336(xmax)
       86    0.000    0.000    0.001    0.000 transforms.py:341(ymax)
       56    0.000    0.000    0.000    0.000 transforms.py:356(intervalx)
       80    0.000    0.000    0.000    0.000 transforms.py:365(intervaly)
       32    0.000    0.000    0.000    0.000 transforms.py:374(width)
       46    0.000    0.000    0.000    0.000 transforms.py:380(height)
       14    0.000    0.000    0.000    0.000 transforms.py:386(size)
       48    0.000    0.000    0.001    0.000 transforms.py:392(bounds)
        6    0.000    0.000    0.000    0.000 transforms.py:398(extents)
       32    0.000    0.000    0.002    0.000 transforms.py:487(transformed)
        8    0.000    0.000    0.000    0.000 transforms.py:514(anchored)
       18    0.000    0.000    0.000    0.000 transforms.py:53(_make_str_method)
        8    0.000    0.000    0.000    0.000 transforms.py:560(shrunk_to_aspect)
       88    0.001    0.000    0.002    0.000 transforms.py:650(translated)
       10    0.000    0.000    0.003    0.000 transforms.py:675(union)
       10    0.000    0.000    0.001    0.000 transforms.py:680(<listcomp>)
       10    0.000    0.000    0.000    0.000 transforms.py:681(<listcomp>)
       10    0.000    0.000    0.000    0.000 transforms.py:682(<listcomp>)
       10    0.000    0.000    0.000    0.000 transforms.py:683(<listcomp>)
        2    0.000    0.000    0.001    0.000 transforms.py:686(intersection)
        1    0.000    0.000    0.000    0.000 transforms.py:699(Bbox)
      444    0.002    0.000    0.004    0.000 transforms.py:780(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:81(TransformNode)
       70    0.000    0.000    0.001    0.000 transforms.py:810(unit)
        6    0.000    0.000    0.000    0.000 transforms.py:815(null)
       96    0.000    0.000    0.003    0.000 transforms.py:820(from_bounds)
      186    0.001    0.000    0.006    0.000 transforms.py:829(from_extents)
        6    0.000    0.000    0.000    0.000 transforms.py:876(update_from_path)
        6    0.000    0.000    0.000    0.000 transforms.py:912(update_from_data_xy)
        4    0.000    0.000    0.000    0.000 transforms.py:963(p1)
        8    0.000    0.000    0.000    0.000 transforms.py:968(intervalx)
        8    0.000    0.000    0.000    0.000 transforms.py:973(intervaly)
        2    0.000    0.000    0.000    0.000 transforms.py:986(minpos)
        8    0.000    0.000    0.000    0.000 transforms.py:997(minposx)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1064(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1074(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1159(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1218(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:287(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:581(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:988(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:161(eye)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
     2628    0.001    0.000    0.001    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        1    0.000    0.000    0.000    0.000 types.py:69(new_class)
        1    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       23    0.000    0.000    0.000    0.000 typing.py:1149(cast)
      578    0.001    0.000    0.003    0.000 typing.py:120(_type_check)
       10    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.000    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        4    0.000    0.000    0.000    0.000 typing.py:1591(_make_nmtuple)
        4    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        5    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
      329    0.000    0.000    0.001    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
      122    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
      108    0.000    0.000    0.002    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
      110    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      110    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        6    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
  884/827    0.001    0.000    0.011    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        9    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
       10    0.000    0.000    0.000    0.000 typing.py:307(__new__)
       10    0.000    0.000    0.000    0.000 typing.py:320(__init__)
      516    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
      840    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
  168/111    0.000    0.000    0.004    0.000 typing.py:347(__getitem__)
      340    0.000    0.000    0.001    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
       55    0.000    0.000    0.001    0.000 typing.py:496(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
       64    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       31    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       39    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
     2378    0.001    0.000    0.001    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
      323    0.001    0.000    0.004    0.000 typing.py:659(__init__)
      885    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
      108    0.000    0.000    0.003    0.000 typing.py:677(__getitem__)
      244    0.000    0.000    0.001    0.000 typing.py:685(<genexpr>)
      169    0.000    0.000    0.002    0.000 typing.py:689(copy_with)
      371    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
 1002/778    0.001    0.000    0.001    0.000 typing.py:720(__hash__)
        6    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
     2378    0.001    0.000    0.002    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
      143    0.000    0.000    0.002    0.000 typing.py:802(__getitem__)
       61    0.000    0.000    0.002    0.000 typing.py:818(__getitem_inner__)
      110    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       38    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
